153;1080
432;1010
426;443
10;32
173;480
946;1239
113;1214
1226;1230
8;1239
34;153
78;153
34;78
107;314
213;484
427;459
130;1216
4;1216
4;130
67;411
29;67
29;411
217;451
113;217
113;451
122;468
1026;1239
488;526
3;404
186;314
186;1282
61;635
102;635
61;102
92;459
799;1016
1039;1156
788;975
92;459
74;200
200;748
200;262
74;748
74;262
262;748
427;780
427;901
780;901
139;1018
168;329
61;319
418;673
91;673
98;673
91;418
98;418
91;98
1008;1052
319;1008
319;1052
24;494
61;449
449;966
61;966
403;425
397;518
103;193
61;319
10;200
78;200
10;78
1045;1221
24;211
24;59
427;919
92;1026
186;665
113;586
113;173
173;586
186;799
4;145
62;145
4;62
140;231
98;120
120;527
98;527
8;1243
156;1334
143;440
142;359
92;634
114;799
54;70
61;635
92;186
57;218
98;211
173;796
204;223
388;975
946;1026
419;490
186;326
388;961
57;344
111;841
4;102
106;185
143;204
1039;1156
3;92
12;482
59;443
490;548
442;961
4;1097
1051;1270
34;105
100;426
308;519
120;396
120;997
396;997
168;634
168;463
463;634
433;444
61;186
62;186
61;62
98;403
10;444
61;635
317;519
114;173
327;745
8;444
8;419
8;124
419;444
124;444
124;419
34;186
75;396
98;157
32;75
24;57
4;1097
211;309
55;66
34;460
34;105
105;153
34;153
612;1075
37;1243
173;446
10;370
24;29
319;445
634;946
462;484
237;449
51;95
4;130
130;140
130;396
130;462
24;130
130;217
122;130
61;130
4;140
4;396
4;462
4;24
4;217
4;122
4;61
140;396
140;462
24;140
140;217
122;140
61;140
396;462
24;396
217;396
122;396
61;396
24;462
217;462
122;462
61;462
24;217
24;122
24;61
122;217
61;217
61;122
34;138
140;403
211;419
59;104
100;788
10;449
38;449
10;38
397;586
82;145
97;145
82;97
3;66
78;153
135;312
36;167
142;480
319;494
8;946
396;512
398;942
92;459
57;449
15;494
75;197
75;396
204;205
102;634
117;1237
61;635
8;946
8;1239
946;1239
153;401
102;425
331;444
1123;1227
462;1243
211;483
185;714
142;443
98;120
37;98
30;98
30;37
24;523
24;132
132;523
59;66
132;443
132;148
148;443
1039;1046
126;314
32;419
24;120
117;1237
482;1013
327;841
37;512
61;463
37;128
52;92
61;635
24;211
24;396
211;396
403;451
673;1049
396;1049
148;1049
396;673
148;673
148;396
120;445
10;1018
168;309
